TIME,O21,O22,PEDAL,THROTTLE,NE,MAP,TA,STFT,LTFT
4315,0.76,0.74,22.75,16.08,1546.75,31,37,0,3.91
4316,0.76,0.74,22.75,16.08,1546.75,31,37,0,3.91
4317,0.66,0.74,22.75,16.08,1539,31,37,-0.78,3.91
4318,0.66,0.74,22.75,16.08,1539,31,37,-0.78,3.91
4319,0.66,0.74,22.75,16.08,1539,31,37,-0.78,3.91
4320,0.28,0.74,22.75,16.08,1542.75,31,36,-0.78,3.91
4321,0.28,0.74,22.75,16.08,1542.75,31,36,-0.78,3.91
4322,0.28,0.74,22.75,16.08,1539,31,36,0,3.91
4323,0.28,0.74,22.75,16.08,1539,31,36,0,3.91
4324,0.28,0.74,22.75,16.08,1539,31,36,0,3.91
4325,0.68,0.74,22.75,16.08,1535,31,36,0.78,3.91
4326,0.68,0.74,22.75,16.08,1535,31,36,0.78,3.91
4327,0.68,0.74,22.75,16.08,1535,31,36,0.78,3.91
4328,0.78,0.74,22.75,16.08,1542.75,31,37,0.78,3.91
4329,0.78,0.74,22.75,16.08,1542.75,31,37,0.78,3.91
4330,0.78,0.74,22.75,16.08,1542.75,31,37,0.78,3.91
4331,0.78,0.74,22.75,16.08,1539,31,36,0,3.91
4332,0.78,0.74,22.75,16.08,1539,31,36,0,3.91
4333,0.78,0.74,22.75,16.08,1539,31,36,0,3.91
4334,0.74,0.74,22.75,16.08,1542.75,31,36,-0.78,3.91
4335,0.74,0.74,22.75,16.08,1542.75,31,36,-0.78,3.91
4336,0.46,0.74,22.75,16.08,1539,31,36,-0.78,3.91
4337,0.46,0.74,22.75,16.08,1539,31,36,-0.78,3.91
4338,0.46,0.74,22.75,16.08,1539,31,36,-0.78,3.91
4339,0.12,0.74,22.75,16.08,1542.75,31,36,-0.78,3.91
4340,0.12,0.74,22.75,16.08,1542.75,31,36,-0.78,3.91
4341,0.12,0.74,22.75,16.08,1542.75,31,36,-0.78,3.91
4342,0.14,0.74,22.75,16.08,1542.75,31,37,0,3.91
4343,0.14,0.74,22.75,16.08,1542.75,31,37,0,3.91
4344,0.14,0.74,22.75,16.08,1542.75,31,37,0,3.91
4345,0.68,0.74,22.75,16.08,1542.75,31,37,0.78,3.91
4346,0.68,0.74,22.75,16.08,1542.75,31,37,0.78,3.91
4347,0.78,0.74,22.75,16.08,1546.75,31,37,0.78,3.91
4348,0.78,0.74,22.75,16.08,1546.75,31,37,0.78,3.91
4349,0.78,0.74,22.75,16.08,1546.75,31,37,0.78,3.91
4350,0.78,0.74,22.75,16.08,1542.75,31,37,0,3.91
4351,0.78,0.74,22.75,16.08,1542.75,31,37,0,3.91
4352,0.78,0.74,22.75,16.08,1542.75,31,37,0,3.91
4353,0.76,0.74,22.75,16.08,1546.75,31,37,-0.78,3.91
4354,0.76,0.74,22.75,16.08,1546.75,31,37,-0.78,3.91
4355,0.76,0.74,22.75,16.08,1546.75,31,37,-0.78,3.91
4356,0.58,0.74,22.75,16.08,1539,31,37,-1.56,3.91
4357,0.58,0.74,22.75,16.08,1539,31,37,-1.56,3.91
4358,0.12,0.74,22.75,16.08,1542.75,31,37,-1.56,3.91
4359,0.12,0.74,22.75,16.08,1542.75,31,36,-1.56,3.91
4360,0.12,0.74,22.75,16.08,1542.75,31,36,-1.56,3.91
4361,0.1,0.74,22.75,16.08,1539,31,37,0,3.91
4362,0.1,0.74,22.75,16.08,1539,31,37,0,3.91
4363,0.1,0.74,22.75,16.08,1539,31,37,0,3.91
4364,0.46,0.74,22.75,16.08,1542.75,31,37,0.78,3.91
4365,0.46,0.74,22.75,16.08,1542.75,31,37,0.78,3.91
4366,0.46,0.74,22.75,16.08,1542.75,31,37,0.78,3.91
4367,0.78,0.74,22.75,16.08,1546.75,31,37,0.78,3.91
4368,0.78,0.74,22.75,16.08,1546.75,31,37,0.78,3.91
4369,0.78,0.74,22.75,16.08,1542.75,31,37,0.78,3.91
4370,0.78,0.74,22.75,16.08,1542.75,31,37,0,3.91
4371,0.78,0.74,22.75,16.08,1542.75,31,37,0,3.91
4372,0.74,0.74,22.75,16.08,1546.75,31,37,-0.78,3.91
4373,0.74,0.74,22.75,16.08,1546.75,31,37,-0.78,3.91
4374,0.74,0.74,22.75,16.08,1546.75,31,37,-0.78,3.91
4375,0.66,0.74,22.75,16.08,1546.75,31,37,-0.78,3.91
4376,0.66,0.74,22.75,16.08,1546.75,31,37,-0.78,3.91
4377,0.66,0.74,22.75,16.08,1546.75,31,37,-0.78,3.91
4378,0.32,0.74,22.75,16.08,1546.75,31,37,-1.56,3.91
4379,0.32,0.74,22.75,16.08,1546.75,31,37,-1.56,3.91
4380,0.32,0.74,22.75,16.08,1546.75,31,37,-1.56,3.91
4381,0.12,0.74,22.75,16.08,1546.75,31,37,-0.78,3.91
4382,0.12,0.74,22.75,16.08,1546.75,31,37,-0.78,3.91
4383,0.12,0.74,22.75,16.08,1550.75,31,37,0,3.91
4384,0.38,0.74,22.75,16.08,1550.75,31,37,0,3.91
4385,0.38,0.74,22.75,16.08,1550.75,31,37,0,3.91
4386,0.76,0.74,22.75,16.08,1554.5,31,37,0,3.91
4387,0.76,0.74,22.75,16.08,1554.5,31,37,0,3.91
4388,0.76,0.74,22.75,16.08,1554.5,31,37,0,3.91
4389,0.76,0.74,22.75,16.08,1550.75,31,37,0,3.91
4390,0.76,0.74,22.75,16.08,1550.75,31,37,0,3.91
4391,0.76,0.74,22.75,16.08,1550.75,31,37,0,3.91
4392,0.72,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4393,0.72,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4394,0.72,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4395,0.28,0.74,22.75,16.08,1550.75,31,37,-1.56,3.91
4396,0.28,0.74,22.75,16.08,1550.75,31,37,-1.56,3.91
4397,0.1,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4398,0.1,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4399,0.1,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4400,0.14,0.74,22.75,16.08,1550.75,31,37,0,3.91
4401,0.14,0.74,22.75,16.08,1550.75,31,37,0,3.91
4402,0.14,0.74,22.75,16.08,1550.75,31,37,0,3.91
4403,0.64,0.74,22.75,16.08,1546.75,31,37,0.78,3.91
4404,0.64,0.74,22.75,16.08,1546.75,31,37,0.78,3.91
4405,0.64,0.74,22.75,16.08,1546.75,31,37,0.78,3.91
4406,0.74,0.74,22.75,16.08,1554.5,31,37,0.78,3.91
4407,0.74,0.74,22.75,16.08,1554.5,31,37,0.78,3.91
4408,0.74,0.74,22.75,16.08,1554.5,31,37,0.78,3.91
4409,0.78,0.74,22.75,16.08,1554.5,31,37,0,3.91
4410,0.78,0.74,22.75,16.08,1554.5,31,37,0,3.91
4411,0.78,0.74,22.75,16.08,1550.75,31,37,-0.78,3.91
4412,0.64,0.74,22.75,16.08,1550.75,31,37,-0.78,3.91
4413,0.64,0.74,22.75,16.08,1550.75,31,37,-0.78,3.91
4414,0.3,0.74,22.75,16.08,1546.75,31,37,-0.78,3.91
4415,0.3,0.74,22.75,16.08,1546.75,31,37,-0.78,3.91
4416,0.3,0.74,22.75,16.08,1546.75,31,37,-0.78,3.91
4417,0.1,0.74,22.75,16.08,1546.75,31,37,0,3.91
4418,0.1,0.74,22.75,16.08,1546.75,31,37,0,3.91
4419,0.1,0.74,22.75,16.08,1546.75,31,37,0,3.91
4420,0.16,0.74,22.75,16.08,1550.75,31,37,0.78,3.91
4421,0.16,0.74,22.75,16.08,1550.75,31,37,0.78,3.91
4422,0.16,0.74,22.75,16.08,1550.75,31,37,0.78,3.91
4423,0.76,0.74,22.75,16.08,1546.75,31,37,1.56,3.91
4424,0.76,0.74,22.75,16.08,1546.75,31,37,1.56,3.91
4425,0.78,0.74,22.75,16.08,1550.75,31,37,0.78,3.91
4426,0.78,0.74,22.75,16.08,1550.75,31,37,0.78,3.91
4427,0.78,0.74,22.75,16.08,1550.75,31,37,0.78,3.91
4428,0.74,0.74,22.75,16.08,1546.75,31,37,0,3.91
4429,0.74,0.74,22.75,16.08,1546.75,31,37,0,3.91
4430,0.74,0.74,22.75,16.08,1546.75,31,37,0,3.91
4431,0.66,0.74,22.75,16.08,1550.75,31,37,-0.78,3.91
4432,0.66,0.74,22.75,16.08,1550.75,31,37,-0.78,3.91
4433,0.66,0.74,22.75,16.08,1550.75,31,37,-0.78,3.91
4434,0.26,0.74,22.75,16.08,1550.75,31,37,-0.78,3.91
4435,0.26,0.74,22.75,16.08,1550.75,31,37,-0.78,3.91
4436,0.26,0.74,22.75,16.08,1550.75,31,37,-0.78,3.91
4437,0.1,0.74,22.75,16.08,1546.75,31,37,0,3.91
4438,0.1,0.74,22.75,16.08,1546.75,31,37,0,3.91
4439,0.14,0.74,22.75,16.08,1554.5,31,37,0.78,3.91
4440,0.14,0.74,22.75,16.08,1554.5,31,37,0.78,3.91
4441,0.14,0.74,22.75,16.08,1554.5,31,37,0.78,3.91
4442,0.74,0.74,22.75,16.08,1550.75,31,37,1.56,3.91
4443,0.74,0.74,22.75,16.08,1550.75,31,37,1.56,3.91
4444,0.74,0.74,22.75,16.08,1550.75,31,37,1.56,3.91
4445,0.78,0.74,22.75,16.08,1554.5,31,37,0.78,3.91
4446,0.78,0.74,22.75,16.08,1554.5,31,37,0.78,3.91
4447,0.78,0.74,22.75,16.08,1554.5,31,37,0.78,3.91
4448,0.76,0.74,22.75,16.08,1550.75,31,37,0.78,3.91
4449,0.76,0.74,22.75,16.08,1550.75,31,37,0.78,3.91
4450,0.76,0.74,22.75,16.08,1550.75,31,37,0.78,3.91
4451,0.68,0.74,22.75,16.08,1550.75,31,37,0,3.91
4452,0.68,0.74,22.75,16.08,1550.75,31,37,0,3.91
4453,0.68,0.74,22.75,16.08,1554.5,31,37,0,3.91
4454,0.36,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4455,0.36,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4456,0.12,0.74,22.75,16.08,1550.75,31,37,0,3.91
4457,0.12,0.74,22.75,16.08,1550.75,31,37,0,3.91
4458,0.12,0.74,22.75,16.08,1550.75,31,37,0,3.91
4459,0.38,0.74,22.75,16.08,1550.75,31,37,0.78,3.91
4460,0.38,0.74,22.75,16.08,1550.75,31,37,0.78,3.91
4461,0.38,0.74,22.75,16.08,1550.75,31,37,0.78,3.91
4462,0.78,0.74,22.75,16.08,1558.5,31,37,0.78,3.91
4463,0.78,0.74,22.75,16.08,1558.5,31,37,0.78,3.91
4464,0.78,0.74,22.75,16.08,1558.5,31,37,0.78,3.91
4465,0.76,0.74,22.75,16.08,1554.5,31,37,0,3.91
4466,0.76,0.74,22.75,16.08,1554.5,31,37,0,3.91
4467,0.76,0.74,22.75,16.08,1554.5,31,37,0,3.91
4468,0.74,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4469,0.74,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4470,0.66,0.74,22.75,16.08,1550.75,31,37,-1.56,3.91
4471,0.66,0.74,22.75,16.08,1550.75,31,37,-1.56,3.91
4472,0.66,0.74,22.75,16.08,1550.75,31,37,-1.56,3.91
4473,0.16,0.74,22.75,16.08,1554.5,31,37,-1.56,3.91
4474,0.16,0.74,22.75,16.08,1554.5,31,37,-1.56,3.91
4475,0.16,0.74,22.75,16.08,1554.5,31,37,-1.56,3.91
4476,0.12,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4477,0.12,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4478,0.12,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4479,0.2,0.74,22.75,16.08,1554.5,31,37,0,3.91
4480,0.2,0.74,22.75,16.08,1554.5,31,37,0,3.91
4481,0.2,0.74,22.75,16.08,1554.5,31,37,0,3.91
4482,0.76,0.74,22.75,16.08,1558.5,31,37,0.78,3.91
4483,0.76,0.74,22.75,16.08,1558.5,31,37,0.78,3.91
4484,0.76,0.74,22.75,16.08,1558.5,31,37,0.78,3.91
4485,0.78,0.74,22.75,16.08,1554.5,31,37,0,3.91
4486,0.78,0.74,22.75,16.08,1554.5,31,37,0,3.91
4487,0.72,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4488,0.72,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4489,0.72,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4490,0.62,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4491,0.62,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4492,0.62,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4493,0.1,0.74,22.75,16.08,1554.5,31,37,-1.56,3.91
4494,0.1,0.74,22.75,16.08,1554.5,31,37,-1.56,3.91
4495,0.1,0.74,22.75,16.08,1554.5,31,37,-1.56,3.91
4496,0.12,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4497,0.12,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4498,0.12,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4499,0.2,0.74,22.75,16.08,1554.5,31,37,0.78,3.91
4500,0.2,0.74,22.75,16.08,1554.5,31,37,0.78,3.91
4501,0.2,0.74,22.75,16.08,1554.5,31,37,0.78,3.91
4502,0.78,0.74,22.75,16.08,1558.5,31,37,1.56,3.91
4503,0.78,0.74,22.75,16.08,1558.5,31,37,1.56,3.91
4504,0.8,0.74,22.75,16.08,1558.5,31,37,0.78,3.91
4505,0.8,0.74,22.75,16.08,1558.5,31,37,0.78,3.91
4506,0.8,0.74,22.75,16.08,1558.5,31,37,0.78,3.91
4507,0.76,0.74,22.75,16.08,1558.5,31,37,0,3.91
4508,0.76,0.74,22.75,16.08,1558.5,31,37,0,3.91
4509,0.76,0.74,22.75,16.08,1558.5,31,37,0,3.91
4510,0.74,0.74,22.75,16.08,1562.5,31,37,0,3.91
4511,0.74,0.74,22.75,16.08,1562.5,31,37,0,3.91
4512,0.74,0.74,22.75,16.08,1562.5,31,37,0,3.91
4513,0.66,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4514,0.66,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4515,0.66,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4516,0.3,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4517,0.3,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4518,0.3,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4519,0.1,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4520,0.1,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4521,0.1,0.74,22.75,16.08,1554.5,31,37,0,3.91
4522,0.1,0.74,22.75,16.08,1554.5,31,37,0,3.91
4523,0.1,0.74,22.75,16.08,1554.5,31,37,0,3.91
4524,0.66,0.72,22.75,16.08,1558.5,31,37,0.78,3.91
4525,0.66,0.72,22.75,16.08,1558.5,31,37,0.78,3.91
4526,0.66,0.72,22.75,16.08,1558.5,31,37,0.78,3.91
4527,0.8,0.74,22.75,16.08,1554.5,31,37,0.78,3.91
4528,0.8,0.74,22.75,16.08,1554.5,31,37,0.78,3.91
4529,0.8,0.74,22.75,16.08,1554.5,31,37,0.78,3.91
4530,0.78,0.74,22.75,16.08,1558.5,31,37,0,3.91
4531,0.78,0.74,22.75,16.08,1558.5,31,37,0,3.91
4532,0.78,0.74,22.75,16.08,1558.5,31,37,0,3.91
4533,0.72,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4534,0.72,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4535,0.72,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4536,0.66,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4537,0.66,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4538,0.66,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4539,0.66,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4540,0.66,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4541,0.1,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4542,0.1,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4543,0.1,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4544,0.32,0.74,22.75,16.08,1558.5,31,37,0.78,3.91
4545,0.32,0.72,22.75,16.08,1558.5,31,37,0.78,3.91
4546,0.32,0.72,22.75,16.08,1558.5,31,37,0.78,3.91
4547,0.76,0.74,22.75,16.08,1558.5,31,37,0.78,3.91
4548,0.76,0.74,22.75,16.08,1558.5,31,37,0.78,3.91
4549,0.76,0.74,22.75,16.08,1558.5,31,37,0.78,3.91
4550,0.76,0.72,22.75,16.08,1558.5,31,37,0,3.91
4551,0.76,0.72,22.75,16.08,1558.5,31,37,0,3.91
4552,0.76,0.72,22.75,16.08,1558.5,31,37,0,3.91
4553,0.72,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4554,0.72,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4555,0.56,0.74,22.75,16.08,1554.5,31,37,-1.56,3.91
4556,0.56,0.74,22.75,16.08,1554.5,31,37,-1.56,3.91
4557,0.56,0.74,22.75,16.08,1554.5,31,37,-1.56,3.91
4558,0.1,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4559,0.1,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4560,0.1,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4561,0.1,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4562,0.1,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4563,0.1,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4564,0.36,0.74,22.75,16.08,1558.5,31,37,0.78,3.91
4565,0.36,0.74,22.75,16.08,1558.5,31,37,0.78,3.91
4566,0.36,0.74,22.75,16.08,1558.5,31,37,0.78,3.91
4567,0.76,0.72,22.75,16.08,1558.5,31,37,0.78,3.91
4568,0.76,0.72,22.75,16.08,1558.5,31,37,0.78,3.91
4569,0.76,0.72,22.75,16.08,1558.5,31,37,0.78,3.91
4570,0.76,0.74,22.75,16.08,1558.5,31,37,0,3.91
4571,0.76,0.74,22.75,16.08,1558.5,31,37,0,3.91
4572,0.72,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4573,0.72,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4574,0.72,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4575,0.34,0.74,22.75,16.08,1554.5,31,37,-1.56,3.91
4576,0.34,0.74,22.75,16.08,1554.5,31,37,-1.56,3.91
4577,0.34,0.74,22.75,16.08,1554.5,31,37,-1.56,3.91
4578,0.12,0.74,22.75,16.08,1562.5,31,37,-0.78,3.91
4579,0.12,0.74,22.75,16.08,1562.5,31,37,-0.78,3.91
4580,0.12,0.74,22.75,16.08,1562.5,31,37,-0.78,3.91
4581,0.12,0.74,22.75,16.08,1558.5,31,37,0,3.91
4582,0.12,0.74,22.75,16.08,1558.5,31,37,0,3.91
4583,0.12,0.74,22.75,16.08,1558.5,31,37,0,3.91
4584,0.72,0.72,22.75,16.08,1562.5,31,37,1.56,3.91
4585,0.72,0.72,22.75,16.08,1562.5,31,37,1.56,3.91
4586,0.72,0.72,22.75,16.08,1562.5,31,37,1.56,3.91
4587,0.8,0.74,22.75,16.08,1566.25,31,37,0.78,3.91
4588,0.8,0.74,22.75,16.08,1566.25,31,37,0.78,3.91
4589,0.76,0.74,22.75,16.08,1562.5,31,37,0.78,3.91
4590,0.76,0.74,22.75,16.08,1562.5,31,37,0.78,3.91
4591,0.76,0.74,22.75,16.08,1562.5,31,37,0.78,3.91
4592,0.72,0.72,22.75,16.08,1566.25,31,37,0,3.91
4593,0.72,0.72,22.75,16.08,1566.25,31,37,0,3.91
4594,0.72,0.72,22.75,16.08,1566.25,31,37,0,3.91
4595,0.56,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4596,0.56,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4597,0.56,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4598,0.14,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4599,0.14,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4600,0.14,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4601,0.12,0.72,22.75,16.08,1562.5,31,37,0,3.91
4602,0.12,0.72,22.75,16.08,1562.5,31,37,0,3.91
4603,0.12,0.72,22.75,16.08,1558.5,31,37,0,3.91
4604,0.66,0.72,22.75,16.08,1558.5,31,37,0,3.91
4605,0.66,0.72,22.75,16.08,1558.5,31,37,0,3.91
4606,0.76,0.74,22.75,16.08,1566.25,31,37,0.78,3.91
4607,0.76,0.74,22.75,16.08,1566.25,31,37,0.78,3.91
4608,0.76,0.74,22.75,16.08,1566.25,31,37,0.78,3.91
4609,0.76,0.72,22.75,16.08,1562.5,31,37,0,3.91
4610,0.76,0.72,22.75,16.08,1562.5,31,37,0,3.91
4611,0.76,0.72,22.75,16.08,1562.5,31,37,0,3.91
4612,0.72,0.74,22.75,16.08,1558.5,31,37,0,3.91
4613,0.72,0.74,22.75,16.08,1558.5,31,37,0,3.91
4614,0.72,0.74,22.75,16.08,1558.5,31,37,0,3.91
4615,0.32,0.74,22.75,16.08,1562.5,31,37,-0.78,3.91
4616,0.32,0.74,22.75,16.08,1562.5,31,37,-0.78,3.91
4617,0.32,0.74,22.75,16.08,1562.5,31,37,-0.78,3.91
4618,0.12,0.74,22.75,16.08,1558.5,31,37,0,3.91
4619,0.12,0.74,22.75,16.08,1558.5,31,37,0,3.91
4620,0.12,0.74,22.75,16.08,1562.5,31,37,0.78,3.91
4621,0.2,0.72,22.75,16.08,1562.5,31,37,0.78,3.91
4622,0.2,0.72,22.75,16.08,1562.5,31,37,0.78,3.91
4623,0.76,0.74,22.75,16.08,1558.5,31,37,1.56,3.91
4624,0.76,0.74,22.75,16.08,1558.5,31,37,1.56,3.91
4625,0.76,0.74,22.75,16.08,1558.5,31,37,1.56,3.91
4626,0.76,0.74,22.75,16.08,1558.5,31,37,0.78,3.91
4627,0.76,0.74,22.75,16.08,1558.5,31,37,0.78,3.91
4628,0.76,0.74,22.75,16.08,1558.5,31,37,0.78,3.91
4629,0.74,0.74,22.75,16.08,1558.5,31,37,0,3.91
4630,0.74,0.74,22.75,16.08,1558.5,31,37,0,3.91
4631,0.74,0.74,22.75,16.08,1558.5,31,37,0,3.91
4632,0.68,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4633,0.68,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4634,0.68,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4635,0.36,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4636,0.36,0.74,22.75,16.08,1554.5,31,37,-0.78,3.91
4637,0.12,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4638,0.12,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4639,0.12,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4640,0.14,0.74,22.75,16.08,1554.5,31,37,0.78,3.91
4641,0.14,0.74,22.75,16.08,1554.5,31,37,0.78,3.91
4642,0.14,0.74,22.75,16.08,1554.5,31,37,0.78,3.91
4643,0.78,0.72,22.75,16.08,1558.5,31,37,1.56,3.91
4644,0.78,0.72,22.75,16.08,1558.5,31,37,1.56,3.91
4645,0.78,0.72,22.75,16.08,1558.5,31,37,1.56,3.91
4646,0.8,0.72,22.75,16.08,1554.5,31,37,0.78,3.91
4647,0.8,0.72,22.75,16.08,1554.5,31,37,0.78,3.91
4648,0.8,0.72,22.75,16.08,1554.5,31,37,0.78,3.91
4649,0.78,0.74,22.75,16.08,1554.5,31,37,0,3.91
4650,0.78,0.74,22.75,16.08,1554.5,31,37,0,3.91
4651,0.78,0.74,22.75,16.08,1554.5,31,37,0,3.91
4652,0.7,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4653,0.7,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4654,0.4,0.74,22.75,16.08,1554.5,31,37,-1.56,3.91
4655,0.4,0.74,22.75,16.08,1554.5,31,37,-1.56,3.91
4656,0.4,0.74,22.75,16.08,1554.5,31,37,-1.56,3.91
4657,0.24,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4658,0.24,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4659,0.24,0.74,22.75,16.08,1558.5,31,37,-0.78,3.91
4660,0.14,0.74,22.75,16.08,1558.5,31,37,0,3.91
4661,0.14,0.74,22.75,16.08,1558.5,31,37,0,3.91
4662,0.14,0.74,22.75,16.08,1558.5,31,37,0,3.91
4663,0.72,0.72,22.75,16.08,1562.5,31,37,0.78,3.91
4664,0.72,0.72,22.75,16.08,1562.5,31,37,0.78,3.91
4665,0.72,0.72,22.75,16.08,1562.5,31,37,0.78,3.91
4666,0.8,0.74,22.75,16.08,1562.5,31,37,0.78,3.91
4667,0.8,0.74,22.75,16.08,1562.5,31,37,0.78,3.91
4668,0.8,0.74,22.75,16.08,1562.5,31,37,0.78,3.91
4669,0.78,0.74,22.75,16.08,1562.5,31,37,0,3.91
4670,0.78,0.74,22.75,16.08,1562.5,31,37,0,3.91
4671,0.72,0.74,22.75,16.08,1562.5,31,37,-0.78,3.91
4672,0.72,0.74,22.75,16.08,1562.5,31,37,-0.78,3.91
4673,0.72,0.74,22.75,16.08,1562.5,31,37,-0.78,3.91
4674,0.64,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4675,0.64,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4676,0.64,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4677,0.34,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4678,0.34,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4679,0.34,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4680,0.12,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4681,0.12,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4682,0.12,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4683,0.14,0.74,22.75,16.08,1558.5,31,37,0,3.91
4684,0.14,0.74,22.75,16.08,1558.5,31,37,0,3.91
4685,0.56,0.74,22.75,16.08,1562.5,31,37,0.78,3.91
4686,0.56,0.74,22.75,16.08,1562.5,31,37,0.78,3.91
4687,0.56,0.74,22.75,16.08,1562.5,31,37,0.78,3.91
4688,0.78,0.72,22.75,16.08,1558.5,31,37,0.78,3.91
4689,0.78,0.72,22.75,16.08,1558.5,31,37,0.78,3.91
4690,0.78,0.72,22.75,16.08,1558.5,31,37,0.78,3.91
4691,0.78,0.74,22.75,16.08,1562.5,31,37,0,3.91
4692,0.78,0.74,22.75,16.08,1562.5,31,37,0,3.91
4693,0.74,0.74,22.75,16.08,1562.5,31,37,-0.78,3.91
4694,0.74,0.74,22.75,16.08,1562.5,31,37,-0.78,3.91
4695,0.74,0.74,22.75,16.08,1562.5,31,37,-0.78,3.91
4696,0.66,0.74,22.75,16.08,1562.5,31,37,-0.78,3.91
4697,0.66,0.74,22.75,16.08,1562.5,31,37,-0.78,3.91
4698,0.66,0.74,22.75,16.08,1562.5,31,37,-0.78,3.91
4699,0.52,0.74,22.75,16.08,1566.25,31,37,-1.56,3.91
4700,0.52,0.74,22.75,16.08,1566.25,31,37,-1.56,3.91
4701,0.52,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4702,0.16,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4703,0.16,0.74,22.75,16.08,1558.5,31,37,-1.56,3.91
4704,0.12,0.74,22.75,16.08,1566.25,31,37,-0.78,3.91
